koi_period,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_steff,koi_slogg,koi_srad,koi_kepmag,koi_disposition,koi_prad_log,koi_depth_log,koi_teq_log
20.50588921,4.0595,2105.5,3.41,518.0,17.06,78.5,0,0,0,0,4905.0,4.544,0.761,15.398,CONFIRMED,1.4838746894587547,7.652783081419071,6.251903883165888
3.340218842,1.9104,1632.6,2.03,656.0,43.73,71.6,0,0,0,0,4184.0,4.754,0.493,15.954,CONFIRMED,1.1085626195212777,7.398541447410401,6.487684018484611
2.507089906,2.0067,1339.2,30.26,1326.0,730.47,64.9,0,1,1,0,5926.0,4.506,0.939,15.555,FALSE POSITIVE,3.4423393249933305,7.20057413553907,7.190676034332207
18.64932728,4.4056,893.6,3.12,701.0,57.13,46.1,0,0,0,0,5775.0,4.405,1.053,15.386,CONFIRMED,1.415853163361435,6.7963766909987475,6.553933404025811
4.90144976,4.1654,140.7,1.7,1262.0,598.74,50.6,0,0,0,0,5847.0,4.191,1.402,12.487,CONFIRMED,0.9932517730102834,4.953712146696635,7.141245122350491
9.75192101,4.793,418.0,2.76,870.0,135.66,28.5,0,0,0,0,5775.0,4.405,1.053,15.386,CONFIRMED,1.324418957401803,6.037870919922137,6.769641976852503
38.5576546,5.794,993.0,4.02,550.0,21.71,39.7,0,0,0,0,5775.0,4.405,1.053,15.386,CONFIRMED,1.6134299337036377,6.901737206656574,6.311734809152915
3.525632539,2.59959,3104.2375,11.58,975.0,213.12,159.3625,0,0,0,0,5150.0,4.572,0.793,15.224,CONFIRMED,2.5321082512722946,10.0139550055621,6.883462586413092
34.84398644,2.9315,3104.2375,7.61,511.0,16.1,76.8,0,0,0,0,5509.0,4.482,0.871,15.684,CANDIDATE,2.1529243184396396,8.417284454436656,6.238324625039508
7.748094239,3.5957,2472.1,5.52,964.0,204.39,113.2,0,0,0,0,5973.0,4.439,1.085,15.67,CONFIRMED,1.8748743759385615,7.813227703420413,6.872128101338986
23.96793669,3.827,1182.3,1.8,329.0,2.77,27.5,0,0,0,0,4184.0,4.728,0.524,15.414,CONFIRMED,1.0296194171811583,7.076062424390513,5.799092654460526
8.29561738,1.3421,824.3,1.82,469.0,11.39,17.9,0,0,0,0,4184.0,4.728,0.524,15.414,CONFIRMED,1.0367368849500223,6.715746956598639,6.152732694704104
8.11437482,2.2736,1558.0,2.1,460.0,10.55,56.4,0,0,0,0,4184.0,4.753,0.517,15.877,CONFIRMED,1.1314021114911006,7.351799869057777,6.133398042996649
38.036729482,4.34617,3104.2375,27.5,500.0,14.81,159.3625,0,1,0,0,5575.0,4.521,0.932,15.472,FALSE POSITIVE,3.349904087274605,11.32506459446695,6.2166061010848646
